Nazwa kierunku,Poziom kształcenia,Profil kształcenia,Tytuł zawodowy,Forma kształcenia,Dyscyplina (Obszar/Dziedzina),Instytucja/jednostka
Informatyka,Drugiego stopnia,Nieokreślony,Nieokreślony,"Niestacjonarne, Stacjonarne",,Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie; Wydział Matematyczno-Przyrodniczy.Szkoła Nauk Ścisłych
Informatyka,Drugiego stopnia,Ogólnoakademicki,Magister lub inny równorzędny,Stacjonarne,informatyka (Obszar nauk ścisłych/dziedzina nauk matematycznych),Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie; Wydział Matematyczno-Przyrodniczy.Szkoła Nauk Ścisłych
Informatyka,Drugiego stopnia,Ogólnoakademicki,Magister lub inny równorzędny,Niestacjonarne,informatyka (Obszar nauk ścisłych/dziedzina nauk matematycznych),Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie; Wydział Matematyczno-Przyrodniczy.Szkoła Nauk Ścisłych
Informatyka,Pierwszego stopnia,Nieokreślony,Nieokreślony,"Niestacjonarne, Stacjonarne",,Politechnika Poznańska; Wydział Elektryczny
Informatyka,Pierwszego stopnia,Ogólnoakademicki,Inżynier lub inny równorzędny,Stacjonarne,informatyka (Obszar nauk technicznych/dziedzina nauk technicznych),Politechnika Poznańska; Wydział Elektryczny
Informatyka,Pierwszego stopnia,Ogólnoakademicki,Inżynier lub inny równorzędny,Niestacjonarne,informatyka (Obszar nauk technicznych/dziedzina nauk technicznych),Politechnika Poznańska; Wydział Elektryczny
Informatyka,Drugiego stopnia,Nieokreślony,Nieokreślony,Stacjonarne,,Politechnika Poznańska; Wydział Elektryczny
Informatyka,Drugiego stopnia,Ogólnoakademicki,Magister inżynier lub inny równorzędny,Stacjonarne,informatyka (Obszar nauk technicznych/dziedzina nauk technicznych),Politechnika Poznańska; Wydział Elektryczny
Informatyka,Pierwszego stopnia,Ogólnoakademicki,Licencjat lub inny równorzędny,Stacjonarne,"matematyka (Obszar nauk ścisłych/dziedzina nauk matematycznych)
informatyka (Obszar nauk ścisłych/dziedzina nauk matematycznych)","Uniwersytet Gdański; Wydział Matematyki, Fizyki i Informatyki"
Informatyka,Pierwszego stopnia,Ogólnoakademicki,Licencjat lub inny równorzędny,Niestacjonarne,"matematyka (Obszar nauk ścisłych/dziedzina nauk matematycznych)
informatyka (Obszar nauk ścisłych/dziedzina nauk matematycznych)","Uniwersytet Gdański; Wydział Matematyki, Fizyki i Informatyki"
Informatyka,Drugiego stopnia,Ogólnoakademicki,Magister lub inny równorzędny,Stacjonarne,"matematyka (Obszar nauk ścisłych/dziedzina nauk matematycznych)
informatyka (Obszar nauk ścisłych/dziedzina nauk matematycznych)","Uniwersytet Gdański; Wydział Matematyki, Fizyki i Informatyki"
Informatyka,Drugiego stopnia,Ogólnoakademicki,Magister lub inny równorzędny,Niestacjonarne,"matematyka (Obszar nauk ścisłych/dziedzina nauk matematycznych)
informatyka (Obszar nauk ścisłych/dziedzina nauk matematycznych)","Uniwersytet Gdański; Wydział Matematyki, Fizyki i Informatyki"
Informatyka,Pierwszego stopnia,Nieokreślony,Nieokreślony,"Niestacjonarne, Stacjonarne",,Politechnika Wrocławska; Wydział Elektroniki
Informatyka,Pierwszego stopnia,Ogólnoakademicki,Inżynier lub inny równorzędny,Stacjonarne,informatyka (Obszar nauk technicznych/dziedzina nauk technicznych),Politechnika Wrocławska; Wydział Elektroniki
Informatyka,Pierwszego stopnia,Ogólnoakademicki,Inżynier lub inny równorzędny,Niestacjonarne,informatyka (Obszar nauk technicznych/dziedzina nauk technicznych),Politechnika Wrocławska; Wydział Elektroniki
Informatyka,Drugiego stopnia,Nieokreślony,Nieokreślony,"Niestacjonarne, Stacjonarne",,Politechnika Wrocławska; Wydział Elektroniki
Informatyka,Drugiego stopnia,Ogólnoakademicki,Magister inżynier lub inny równorzędny,Stacjonarne,informatyka (Obszar nauk technicznych/dziedzina nauk technicznych),Politechnika Wrocławska; Wydział Elektroniki
Informatyka,Drugiego stopnia,Ogólnoakademicki,Magister inżynier lub inny równorzędny,Niestacjonarne,informatyka (Obszar nauk technicznych/dziedzina nauk technicznych),Politechnika Wrocławska; Wydział Elektroniki
Informatyka,Pierwszego stopnia,Nieokreślony,Nieokreślony,"Niestacjonarne, Stacjonarne",,Państwowa Wyższa Szkoła Zawodowa im. Jana Amosa Komeńskiego w Lesznie
Informatyka,Pierwszego stopnia,Praktyczny,Inżynier lub inny równorzędny,Stacjonarne,informatyka (Obszar nauk technicznych/dziedzina nauk technicznych),Państwowa Wyższa Szkoła Zawodowa im. Jana Amosa Komeńskiego w Lesznie
Informatyka,Pierwszego stopnia,Praktyczny,Inżynier lub inny równorzędny,Niestacjonarne,informatyka (Obszar nauk technicznych/dziedzina nauk technicznych),Państwowa Wyższa Szkoła Zawodowa im. Jana Amosa Komeńskiego w Lesznie
Informatyka,Pierwszego stopnia,Nieokreślony,Nieokreślony,"Niestacjonarne, Stacjonarne",,Politechnika Rzeszowska im. Ignacego Łukasiewicza; Wydział Elektrotechniki i Informatyki
Informatyka,Pierwszego stopnia,Ogólnoakademicki,Inżynier lub inny równorzędny,Stacjonarne,"informatyka (Obszar nauk technicznych/dziedzina nauk technicznych)
elektrotechnika (Obszar nauk technicznych/dziedzina nauk technicznych)",Politechnika Rzeszowska im. Ignacego Łukasiewicza; Wydział Elektrotechniki i Informatyki
Informatyka,Pierwszego stopnia,Ogólnoakademicki,Inżynier lub inny równorzędny,Niestacjonarne,"informatyka (Obszar nauk technicznych/dziedzina nauk technicznych)
elektrotechnika (Obszar nauk technicznych/dziedzina nauk technicznych)",Politechnika Rzeszowska im. Ignacego Łukasiewicza; Wydział Elektrotechniki i Informatyki
Informatyka,Drugiego stopnia,Nieokreślony,Nieokreślony,"Niestacjonarne, Stacjonarne",,Politechnika Rzeszowska im. Ignacego Łukasiewicza; Wydział Elektrotechniki i Informatyki
Informatyka,Drugiego stopnia,Ogólnoakademicki,Magister inżynier lub inny równorzędny,Niestacjonarne,informatyka (Obszar nauk technicznych/dziedzina nauk technicznych),Politechnika Rzeszowska im. Ignacego Łukasiewicza; Wydział Elektrotechniki i Informatyki
Informatyka,Drugiego stopnia,Ogólnoakademicki,Magister inżynier lub inny równorzędny,Stacjonarne,informatyka (Obszar nauk technicznych/dziedzina nauk technicznych),Politechnika Rzeszowska im. Ignacego Łukasiewicza; Wydział Elektrotechniki i Informatyki
Informatyka,Pierwszego stopnia,Nieokreślony,Nieokreślony,"Niestacjonarne, Stacjonarne",,Politechnika Poznańska; Wydział Informatyki
Informatyka,Pierwszego stopnia,Ogólnoakademicki,Inżynier lub inny równorzędny,Stacjonarne,informatyka (Obszar nauk technicznych/dziedzina nauk technicznych),Politechnika Poznańska; Wydział Informatyki
Informatyka,Pierwszego stopnia,Ogólnoakademicki,Inżynier lub inny równorzędny,Niestacjonarne,informatyka (Obszar nauk technicznych/dziedzina nauk technicznych),Politechnika Poznańska; Wydział Informatyki
Informatyka,Drugiego stopnia,Nieokreślony,Nieokreślony,"Niestacjonarne, Stacjonarne",,Politechnika Poznańska; Wydział Informatyki
Informatyka,Drugiego stopnia,Ogólnoakademicki,Magister inżynier lub inny równorzędny,Stacjonarne,informatyka (Obszar nauk technicznych/dziedzina nauk technicznych),Politechnika Poznańska; Wydział Informatyki
Informatyka,Drugiego stopnia,Ogólnoakademicki,Magister inżynier lub inny równorzędny,Niestacjonarne,informatyka (Obszar nauk technicznych/dziedzina nauk technicznych),Politechnika Poznańska; Wydział Informatyki
Informatyka,Pierwszego stopnia,Nieokreślony,Nieokreślony,"Niestacjonarne, Stacjonarne",,Politechnika Wrocławska; Wydział Informatyki i Zarządzania
Informatyka,Pierwszego stopnia,Ogólnoakademicki,Inżynier lub inny równorzędny,Stacjonarne,informatyka (Obszar nauk technicznych/dziedzina nauk technicznych),Politechnika Wrocławska; Wydział Informatyki i Zarządzania
Informatyka,Pierwszego stopnia,Ogólnoakademicki,Inżynier lub inny równorzędny,Niestacjonarne,informatyka (Obszar nauk technicznych/dziedzina nauk technicznych),Politechnika Wrocławska; Wydział Informatyki i Zarządzania
Informatyka,Pierwszego stopnia,Ogólnoakademicki,Inżynier lub inny równorzędny,Niestacjonarne,informatyka (Obszar nauk technicznych/dziedzina nauk technicznych),Politechnika Wrocławska; Wydział Informatyki i Zarządzania
Informatyka,Drugiego stopnia,Ogólnoakademicki,Magister lub inny równorzędny,Stacjonarne,informatyka (Obszar nauk ścisłych/dziedzina nauk matematycznych),Uniwersytet Wrocławski; Wydział Matematyki i Informatyki
Informatyka,Drugiego stopnia,Nieokreślony,Nieokreślony,"Niestacjonarne, Stacjonarne",,"Politechnika Śląska; Wydział Automatyki, Elektroniki i Informatyki"
Informatyka,Drugiego stopnia,Ogólnoakademicki,Magister inżynier lub inny równorzędny,Stacjonarne,informatyka (Obszar nauk technicznych/dziedzina nauk technicznych),"Politechnika Śląska; Wydział Automatyki, Elektroniki i Informatyki"
Informatyka,Drugiego stopnia,Ogólnoakademicki,Magister inżynier lub inny równorzędny,Niestacjonarne,informatyka (Obszar nauk technicznych/dziedzina nauk technicznych),"Politechnika Śląska; Wydział Automatyki, Elektroniki i Informatyki"
Informatyka,Pierwszego stopnia,Nieokreślony,Nieokreślony,"Niestacjonarne, Stacjonarne",,Szkoła Główna Gospodarstwa Wiejskiego w Warszawie; Wydział Zastosowań Informatyki i Matematyki
Informatyka,Pierwszego stopnia,Ogólnoakademicki,Inżynier lub inny równorzędny,Stacjonarne,informatyka (Obszar nauk technicznych/dziedzina nauk technicznych),Szkoła Główna Gospodarstwa Wiejskiego w Warszawie; Wydział Zastosowań Informatyki i Matematyki
Informatyka,Pierwszego stopnia,Ogólnoakademicki,Inżynier lub inny równorzędny,Niestacjonarne,informatyka (Obszar nauk technicznych/dziedzina nauk technicznych),Szkoła Główna Gospodarstwa Wiejskiego w Warszawie; Wydział Zastosowań Informatyki i Matematyki
Informatyka,Drugiego stopnia,Nieokreślony,Nieokreślony,Stacjonarne,,Szkoła Główna Gospodarstwa Wiejskiego w Warszawie; Wydział Zastosowań Informatyki i Matematyki
Informatyka,Drugiego stopnia,Ogólnoakademicki,Magister inżynier lub inny równorzędny,Niestacjonarne,informatyka (Obszar nauk technicznych/dziedzina nauk technicznych),Szkoła Główna Gospodarstwa Wiejskiego w Warszawie; Wydział Zastosowań Informatyki i Matematyki
Informatyka,Drugiego stopnia,Ogólnoakademicki,Magister inżynier lub inny równorzędny,Stacjonarne,informatyka (Obszar nauk technicznych/dziedzina nauk technicznych),Szkoła Główna Gospodarstwa Wiejskiego w Warszawie; Wydział Zastosowań Informatyki i Matematyki
Informatyka,Pierwszego stopnia,Ogólnoakademicki,Licencjat lub inny równorzędny,Stacjonarne,informatyka (Obszar nauk ścisłych/dziedzina nauk matematycznych),Uniwersytet Wrocławski; Wydział Matematyki i Informatyki
Informatyka,Pierwszego stopnia,Ogólnoakademicki,Inżynier lub inny równorzędny,Stacjonarne,informatyka (Obszar nauk technicznych/dziedzina nauk technicznych),Akademia Marynarki Wojennej im. Bohaterów Westerplatte; Wydział Nawigacji i Uzbrojenia Okrętowego
Informatyka,Pierwszego stopnia,Ogólnoakademicki,Inżynier lub inny równorzędny,Niestacjonarne,informatyka (Obszar nauk technicznych/dziedzina nauk technicznych),Akademia Marynarki Wojennej im. Bohaterów Westerplatte; Wydział Nawigacji i Uzbrojenia Okrętowego
Informatyka,Pierwszego stopnia,Nieokreślony,Nieokreślony,"Niestacjonarne, Stacjonarne",,Wyższa Szkoła Informatyki i Zarządzania z siedzibą w Rzeszowie; Wydział Informatyki Stosowanej
Informatyka,Pierwszego stopnia,Praktyczny,Inżynier lub inny równorzędny,Stacjonarne,"informatyka (Obszar nauk technicznych/dziedzina nauk technicznych)
elektronika (Obszar nauk technicznych/dziedzina nauk technicznych)
telekomunikacja (Obszar nauk technicznych/dziedzina nauk technicznych)",Wyższa Szkoła Informatyki i Zarządzania z siedzibą w Rzeszowie; Wydział Informatyki Stosowanej
Informatyka,Pierwszego stopnia,Praktyczny,Inżynier lub inny równorzędny,Niestacjonarne,"informatyka (Obszar nauk technicznych/dziedzina nauk technicznych)
elektronika (Obszar nauk technicznych/dziedzina nauk technicznych)
telekomunikacja (Obszar nauk technicznych/dziedzina nauk technicznych)",Wyższa Szkoła Informatyki i Zarządzania z siedzibą w Rzeszowie; Wydział Informatyki Stosowanej
Informatyka,Pierwszego stopnia,Praktyczny,Licencjat lub inny równorzędny,Stacjonarne,"informatyka (Obszar nauk technicznych/dziedzina nauk technicznych)
elektronika (Obszar nauk technicznych/dziedzina nauk technicznych)
telekomunikacja (Obszar nauk technicznych/dziedzina nauk technicznych)",Wyższa Szkoła Informatyki i Zarządzania z siedzibą w Rzeszowie; Wydział Informatyki Stosowanej
Informatyka,Pierwszego stopnia,Nieokreślony,Nieokreślony,"Niestacjonarne, Stacjonarne",,Politechnika Śląska; Wydział Elektryczny
Informatyka,Pierwszego stopnia,Ogólnoakademicki,Inżynier lub inny równorzędny,Stacjonarne,"informatyka (Obszar nauk technicznych/dziedzina nauk technicznych)
elektrotechnika (Obszar nauk technicznych/dziedzina nauk technicznych)",Politechnika Śląska; Wydział Elektryczny
Informatyka,Pierwszego stopnia,Ogólnoakademicki,Inżynier lub inny równorzędny,Niestacjonarne,"informatyka (Obszar nauk technicznych/dziedzina nauk technicznych)
elektrotechnika (Obszar nauk technicznych/dziedzina nauk technicznych)",Politechnika Śląska; Wydział Elektryczny
Informatyka,Pierwszego stopnia,Nieokreślony,Nieokreślony,"Niestacjonarne, Stacjonarne",,Uniwersytet im. Adama Mickiewicza w Poznaniu; Wydział Matematyki i Informatyki
Informatyka,Pierwszego stopnia,Ogólnoakademicki,Licencjat lub inny równorzędny,Stacjonarne,informatyka (Obszar nauk ścisłych/dziedzina nauk matematycznych),Uniwersytet im. Adama Mickiewicza w Poznaniu; Wydział Matematyki i Informatyki
Informatyka,Pierwszego stopnia,Ogólnoakademicki,Inżynier lub inny równorzędny,Niestacjonarne,informatyka (Obszar nauk ścisłych/dziedzina nauk matematycznych),Uniwersytet im. Adama Mickiewicza w Poznaniu; Wydział Matematyki i Informatyki
Informatyka,Pierwszego stopnia,Ogólnoakademicki,Inżynier lub inny równorzędny,Stacjonarne,informatyka (Obszar nauk ścisłych/dziedzina nauk matematycznych),Uniwersytet im. Adama Mickiewicza w Poznaniu; Wydział Matematyki i Informatyki
Informatyka,Pierwszego stopnia,Ogólnoakademicki,Licencjat lub inny równorzędny,Niestacjonarne,informatyka (Obszar nauk ścisłych/dziedzina nauk matematycznych),Uniwersytet im. Adama Mickiewicza w Poznaniu; Wydział Matematyki i Informatyki
Informatyka,Drugiego stopnia,Nieokreślony,Nieokreślony,"Niestacjonarne, Stacjonarne",,Uniwersytet im. Adama Mickiewicza w Poznaniu; Wydział Matematyki i Informatyki
Informatyka,Drugiego stopnia,Ogólnoakademicki,Magister lub inny równorzędny,Stacjonarne,informatyka (Obszar nauk ścisłych/dziedzina nauk matematycznych),Uniwersytet im. Adama Mickiewicza w Poznaniu; Wydział Matematyki i Informatyki
Informatyka,Drugiego stopnia,Ogólnoakademicki,Magister lub inny równorzędny,Niestacjonarne,informatyka (Obszar nauk ścisłych/dziedzina nauk matematycznych),Uniwersytet im. Adama Mickiewicza w Poznaniu; Wydział Matematyki i Informatyki
Informatyka,Drugiego stopnia,Ogólnoakademicki,Magister inżynier lub inny równorzędny,Stacjonarne,informatyka (Obszar nauk ścisłych/dziedzina nauk matematycznych),Uniwersytet im. Adama Mickiewicza w Poznaniu; Wydział Matematyki i Informatyki
Informatyka,Drugiego stopnia,Ogólnoakademicki,Magister inżynier lub inny równorzędny,Niestacjonarne,informatyka (Obszar nauk ścisłych/dziedzina nauk matematycznych),Uniwersytet im. Adama Mickiewicza w Poznaniu; Wydział Matematyki i Informatyki
Informatyka,Drugiego stopnia,Ogólnoakademicki,Magister lub inny równorzędny,Stacjonarne,informatyka (Obszar nauk ścisłych/dziedzina nauk matematycznych),Uniwersytet im. Adama Mickiewicza w Poznaniu; Wydział Matematyki i Informatyki
Informatyka,Drugiego stopnia,Ogólnoakademicki,Magister lub inny równorzędny,Niestacjonarne,informatyka (Obszar nauk ścisłych/dziedzina nauk matematycznych),Uniwersytet im. Adama Mickiewicza w Poznaniu; Wydział Matematyki i Informatyki
Informatyka,Pierwszego stopnia,Nieokreślony,Nieokreślony,"Niestacjonarne, Stacjonarne",,Uniwersytet Przyrodniczo-Humanistyczny w Siedlcach; Wydział Nauk Ścisłych
Informatyka,Pierwszego stopnia,Ogólnoakademicki,Inżynier lub inny równorzędny,Stacjonarne,informatyka (Obszar nauk technicznych/dziedzina nauk technicznych),Uniwersytet Przyrodniczo-Humanistyczny w Siedlcach; Wydział Nauk Ścisłych
Informatyka,Pierwszego stopnia,Ogólnoakademicki,Inżynier lub inny równorzędny,Niestacjonarne,informatyka (Obszar nauk technicznych/dziedzina nauk technicznych),Uniwersytet Przyrodniczo-Humanistyczny w Siedlcach; Wydział Nauk Ścisłych
Informatyka,Drugiego stopnia,Nieokreślony,Nieokreślony,"Niestacjonarne, Stacjonarne",,Uniwersytet Śląski w Katowicach; Wydział Informatyki i Nauki o Materiałach
Informatyka,Drugiego stopnia,Ogólnoakademicki,Magister lub inny równorzędny,Stacjonarne,informatyka (Obszar nauk technicznych/dziedzina nauk technicznych),Uniwersytet Śląski w Katowicach; Wydział Informatyki i Nauki o Materiałach
Informatyka,Drugiego stopnia,Ogólnoakademicki,Magister lub inny równorzędny,Niestacjonarne,informatyka (Obszar nauk technicznych/dziedzina nauk technicznych),Uniwersytet Śląski w Katowicach; Wydział Informatyki i Nauki o Materiałach
Informatyka,Drugiego stopnia,Ogólnoakademicki,Magister lub inny równorzędny,Stacjonarne,informatyka (Obszar nauk technicznych/dziedzina nauk technicznych),Uniwersytet Śląski w Katowicach; Wydział Informatyki i Nauki o Materiałach
Informatyka,Drugiego stopnia,Ogólnoakademicki,Magister lub inny równorzędny,Niestacjonarne,informatyka (Obszar nauk technicznych/dziedzina nauk technicznych),Uniwersytet Śląski w Katowicach; Wydział Informatyki i Nauki o Materiałach
Informatyka,Pierwszego stopnia,Nieokreślony,Nieokreślony,"Niestacjonarne, Stacjonarne",,Politechnika Białostocka; Wydział Informatyki
Informatyka,Pierwszego stopnia,Ogólnoakademicki,Inżynier lub inny równorzędny,Stacjonarne,informatyka (Obszar nauk technicznych/dziedzina nauk technicznych),Politechnika Białostocka; Wydział Informatyki
Informatyka,Pierwszego stopnia,Ogólnoakademicki,Inżynier lub inny równorzędny,Niestacjonarne,informatyka (Obszar nauk technicznych/dziedzina nauk technicznych),Politechnika Białostocka; Wydział Informatyki
Informatyka,Drugiego stopnia,Nieokreślony,Nieokreślony,"Niestacjonarne, Stacjonarne",,Politechnika Białostocka; Wydział Informatyki
Informatyka,Drugiego stopnia,Ogólnoakademicki,Magister inżynier lub inny równorzędny,Stacjonarne,informatyka (Obszar nauk technicznych/dziedzina nauk technicznych),Politechnika Białostocka; Wydział Informatyki
Informatyka,Drugiego stopnia,Ogólnoakademicki,Magister inżynier lub inny równorzędny,Niestacjonarne,informatyka (Obszar nauk technicznych/dziedzina nauk technicznych),Politechnika Białostocka; Wydział Informatyki
Informatyka,Pierwszego stopnia,Nieokreślony,Nieokreślony,"Niestacjonarne, Stacjonarne",,Państwowa Wyższa Szkoła Zawodowa we Włocławku
Informatyka,Pierwszego stopnia,Praktyczny,Inżynier lub inny równorzędny,Stacjonarne,informatyka (Obszar nauk technicznych/dziedzina nauk technicznych),Państwowa Wyższa Szkoła Zawodowa we Włocławku
Informatyka,Pierwszego stopnia,Praktyczny,Inżynier lub inny równorzędny,Niestacjonarne,informatyka (Obszar nauk technicznych/dziedzina nauk technicznych),Państwowa Wyższa Szkoła Zawodowa we Włocławku
Informatyka,Pierwszego stopnia,Ogólnoakademicki,Inżynier lub inny równorzędny,Stacjonarne,"informatyka (Obszar nauk technicznych/dziedzina nauk technicznych)
elektronika (Obszar nauk technicznych/dziedzina nauk technicznych)",Uniwersytet Warmińsko-Mazurski w Olsztynie; Wydział Matematyki i Informatyki
